ESTADO;CÓDIGO;CONCATENADO2;DESC. COMPONENTE;CLASSE;GRUPO;FORNECEDOR;CUSTO UND (ATUAL);CUSTO TOTAL (ATUAL);MÊS;ANO;CUSTO TOTAL (NA COMPRA);MÊS/ANO
PR;2701040009;PR2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;20;0;FEV;2024;0;01/02/2024
PR;2701040009;PR2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;20;0;FEV;2024;0;01/02/2024
PR;2701040009;PR2701040009;FILME STRETCH POLIETILENO 500X0023;FILME;STRETCH;GERAL;20;160000;MAR;2024;160000;01/03/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;8206,2;MAR;2024;8206,2;01/03/2024
PA;10090017;PA10090017;EMULSAO LARANJA REFRIKO 98;EMULSAO;XAROPARIA;SAPORITI;36;22176;MAI;2024;22176;01/05/2024
SP;2801040018;SP2801040018;FILME TERMOENCOLHIVEL LISO 390X0,05MM IND                                       ;FILME;ÁGUA 500;GERAL;23,575;0;FEV;2024;0;01/02/2024
SP;2801040018;SP2801040018;FILME TERMOENCOLHIVEL LISO 390X0,05MM IND                                       ;FILME;ÁGUA 500;GERAL;23,575;141450;MAR;2024;141450;01/03/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;0;JAN;2024;0;01/01/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;0;JAN;2024;0;01/01/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;0;FEV;2024;0;01/02/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;21150;ABR;2024;21150;01/04/2024
PR;2701040006;PR2701040006;FILME TERMO ENCOLHIVEL 860/5 MM;FILME;JUJ/TERN;GERAL;23,575;0;MAR;2024;0;01/03/2024
PR;2701040005;PR2701040005;FILME TERMO ENCOLHIVEL 660 MM X 0,04;FILME;ENERGÉTICO;GERAL;23,5;0;FEV;2024;0;01/02/2024
MS;FILT1;MSFILT1;FILTRO 1MIC. (LATA E VIDRO);NÃO PRODUTIVO;FILTRAGEM;GERAL;0;0;ABR;2024;0;01/04/2024
MS;FILT1;MSFILT1;FILTRO 1MIC. (LATA E VIDRO);NÃO PRODUTIVO;FILTRAGEM;GERAL;0;0;ABR;2024;0;01/04/2024
MS;FILT1;MSFILT1;FILTRO 1MIC. (LATA E VIDRO);NÃO PRODUTIVO;FILTRAGEM;GERAL;0;0;MAI;2024;0;01/05/2024
MS;2701150006;MS2701150006;VASILHAME AMBAR 300ML - LITRINHO;VASILHAME;NORMAL;GERAL;0,74;75213,6;ABR;2024;75213,6;01/04/2024
MS;2701150006;MS2701150006;VASILHAME AMBAR 300ML - LITRINHO;VASILHAME;NORMAL;GERAL;0,74;75213,6;MAR;2024;75213,6;01/03/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;0;MAR;2024;0;01/03/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;0;MAR;2024;0;01/03/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;VIDROPORTO;0,88;84022,4;MAR;2024;84022,4;01/03/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;84022,4;ABR;2024;84022,4;01/04/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;84022,4;ABR;2024;84022,4;01/04/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;84022,4;MAI;2024;84022,4;01/05/2024
MS;2701150003;MS2701150003;VASILHAME NOVO 330ML;VASILHAME;LONGNECK;GERAL;0,88;84022,4;JUN;2024;84022,4;01/06/2024
MS;2701150001;MS2701150001;VASILHAME GINGUALA 970ML;VASILHAME;NORMAL;GERAL;1,57;0;MAR;2024;0;01/03/2024
MS;2701150001;MS2701150001;VASILHAME GINGUALA 970ML;VASILHAME;NORMAL;GERAL;1,57;0;FEV;2024;0;01/02/2024
MS;2701150001;MS2701150001;VASILHAME GINGUALA 970ML;VASILHAME;NORMAL;GERAL;1,57;186704,4;MAI;2024;186704,4;01/05/2024
PR;2701040006;PR2701040006;FILME TERMO ENCOLHIVEL 860/5 MM;FILME;JUJ/TERN;GERAL;23,575;0;FEV;2024;0;01/02/2024
PR;2701040005;PR2701040005;FILME TERMO ENCOLHIVEL 660 MM X 0,04;FILME;ENERGÉTICO;GERAL;23,5;23500;MAR;2024;23500;01/03/2024
PA;10090289;PA10090289;AROMA EMULSAO NEUTRA PARA SUCO (citrus);AROMA;ENERGÉTICO;GERAL;53,5;5350;MAI;2024;5350;01/05/2024
MS;CIP5;MSCIP5;Kurita (TRATAMENTO CALDEIRA);NÃO PRODUTIVO;CIP;kurita;0;0;MAR;2024;0;01/03/2024
MS;CIP5;MSCIP5;Kurita (TRATAMENTO CALDEIRA);NÃO PRODUTIVO;CIP;GERAL;0;0;MAI;2024;0;01/05/2024
MS;2701260001;MS2701260001;LACRE BARRIL BAMBOA;LACRE;CHOPP;GERAL;0,365;730;MAR;2024;730;01/03/2024
MS;2701260003;MS2701260003;LACRE BARRIL MOEMA;LACRE;CHOPP;GERAL;0,365;730;MAR;2024;730;01/03/2024
MS;2701260003;MS2701260003;LACRE BARRIL MOEMA;LACRE;CHOPP;GERAL;0,365;0;ABR;2024;0;01/04/2024
MS;2701140017;MS2701140017;LATA 473ML FURIOSO TROPICAL;LATA;FURIOSO;GERAL;0,51;0;MAR;2024;0;01/03/2024
MS;2701140001;MS2701140001;LATA AL 269ML BAMBOA PILSEN;LATA;BAMBOA;GERAL;0,042;10711,008;ABR;2024;10711,008;01/04/2024
MS;2701140007;MS2701140007;LATA AL 269ML CAYMAN PILSEN;LATA;CAYMAN;GERAL;0,042;3259,872;ABR;2024;3259,872;01/04/2024
MS;2701140018;MS2701140018;LATA AL 350ML MOEMA;LATA;MOEMA;GERAL;0,38;859868,94;ABR;2024;859868,94;01/04/2024
MS;2701140020;MS2701140020;LATA AL 350ML COLA;LATA;REFRIKO;GERAL;0,38;54859,08;ABR;2024;54859,08;01/04/2024
MS;2701140025;MS2701140025;LATA AL 350ML GUARANA;LATA;REFRIKO;GERAL;0,38;77605,5;ABR;2024;77605,5;01/04/2024
MS;2701140021;MS2701140021;LATA AL 350ML LARANJA;LATA;REFRIKO;GERAL;0,38;15521,1;ABR;2024;15521,1;01/04/2024
MS;2701140023;MS2701140023;LATA AL 350ML TUBAINA;LATA;REFRIKO;GERAL;0,38;6208,44;ABR;2024;6208,44;01/04/2024
MS;2701140006;MS2701140006;LATA AL BELA ROMA / 473ML ;LATA;BELLA ROMA;GERAL;0,51;285681,6;ABR;2024;285681,6;01/04/2024
MS;2701140016;MS2701140016;LATA 473ML FURIOSO MELAO;LATA;FURIOSO;GERAL;0,51;9522,72;ABR;2024;9522,72;01/04/2024
MS;2701140017;MS2701140017;LATA 473ML FURIOSO TROPICAL;LATA;FURIOSO;GERAL;0,51;19249,44;ABR;2024;19249,44;01/04/2024
MS;2701140026;MS2701140026;LATA AL 473ML FURIOSO;LATA;FURIOSO;GERAL;0,51;0;MAR;2024;0;01/03/2024
MS;2701140003;MS2701140003;LATA AL 355ML BAMBOA LAGER;LATA;BAMBOA;GERAL;0,43;0;MAR;2024;0;01/03/2024
MS;2701140003;MS2701140003;LATA AL 355ML BAMBOA LAGER;LATA;BAMBOA;GERAL;0,43;0;FEV;2024;0;01/02/2024
MS;2701140006;MS2701140006;LATA AL BELA ROMA / 473ML ;LATA;BELLA ROMA;GERAL;0,51;0;MAR;2024;0;01/03/2024
MS;2701140006;MS2701140006;LATA AL BELA ROMA / 473ML ;LATA;BELLA ROMA;GERAL;0,51;0;FEV;2024;0;01/02/2024
MS;2701140007;MS2701140007;LATA AL 269ML CAYMAN PILSEN;LATA;CAYMAN;GERAL;0,042;0;FEV;2024;0;01/02/2024
MS;2701140020;MS2701140020;LATA AL 350ML COLA;LATA;REFRIKO;GERAL;0,38;0;MAR;2024;0;01/03/2024
MS;2701140020;MS2701140020;LATA AL 350ML COLA;LATA;REFRIKO;GERAL;0,38;0;FEV;2024;0;01/02/2024
MS;2701140028;MS2701140028;LATA AL 473ML  MORANGO E MELANCIA ZERO;LATA;FURIOSO;GERAL;0,51;38090,88;ABR;2024;38090,88;01/04/2024
MS;2701140027;MS2701140027;LATA AL 473 ML FURIOSO ZERO;LATA;FURIOSO;GERAL;0,51;38090,88;ABR;2024;38090,88;01/04/2024
MS;2701140025;MS2701140025;LATA AL 350ML GUARANA;LATA;REFRIKO;GERAL;0,38;0;MAR;2024;0;01/03/2024
MS;2701140025;MS2701140025;LATA AL 350ML GUARANA;LATA;REFRIKO;GERAL;0,38;0;FEV;2024;0;01/02/2024
MS;2701140021;MS2701140021;LATA AL 350ML LARANJA;LATA;REFRIKO;GERAL;0,38;0;FEV;2024;0;01/02/2024
MS;2701140018;MS2701140018;LATA AL 350ML MOEMA;LATA;MOEMA;GERAL;0,38;0;MAR;2024;0;01/03/2024
MS;2701140018;MS2701140018;LATA AL 350ML MOEMA;LATA;MOEMA;GERAL;0,38;0;FEV;2024;0;01/02/2024
MS;2701140018;MS2701140018;LATA AL 350ML MOEMA;LATA;MOEMA;GERAL;0,38;223507,64;ABR;2024;223507,64;01/04/2024
MS;2701140019;MS2701140019;LATA AL 473ML MOEMA;LATA;MOEMA;GERAL;0,51;0;FEV;2024;0;01/02/2024
MS;2701140023;MS2701140023;LATA AL 350ML TUBAINA;LATA;REFRIKO;GERAL;0,38;0;FEV;2024;0;01/02/2024
MS;CIP1;MSCIP1;LUBMAX PL PK (SABÃO DE ESTEIRA PET, LATA E VIDRO);NÃO PRODUTIVO;CIP;GERAL;0;0;MAR;2024;0;01/03/2024
MS;CIP1;MSCIP1;LUBMAX PL PK (SABÃO DE ESTEIRA PET, LATA E VIDRO);NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
MS;CIP1;MSCIP1;LUBMAX PL PK (SABÃO DE ESTEIRA PET, LATA E VIDRO);NÃO PRODUTIVO;CIP;GERAL;0;0;MAI;2024;0;01/05/2024
PA;11040794;PA11040794;FILME TERMO - 390X0,05;FILME;REFRI;GERAL;10,35;11560,95;MAI;2024;11560,95;01/05/2024
MS;2701200003;MS2701200003;LUPULO NUGGET;CERVEJARIA;LUPULO IMP;GERAL;39,37688;196884,4;AGO;2024;196884,4;01/08/2024
MS;2701190001;MS2701190001;MALTE PILSEN BAG 1000 - BARLEY;CERVEJARIA;MALTE;GERAL;3,29;0;MAR;2024;0;01/03/2024
MS;2701190001;MS2701190001;MALTE PILSEN BAG 1000 - BARLEY;CERVEJARIA;MALTE;GERAL;3,29;0;FEV;2024;0;01/02/2024
MS;2701190001;MS2701190001;MALTE PILSEN BAG 1000 - BARLEY;CERVEJARIA;MALTE;GERAL;3,29;99917,3;ABR;2024;99917,3;01/04/2024
MS;CIP4;MSCIP4;MASTER FOAM (LIMPEZA EXTERNA ENCHEDORAS);NÃO PRODUTIVO;CIP;GERAL;0;0;MAR;2024;0;01/03/2024
MS;CIP4;MSCIP4;MASTER FOAM (LIMPEZA EXTERNA ENCHEDORAS);NÃO PRODUTIVO;CIP;GERAL;0;0;MAI;2024;0;01/05/2024
PR;2701040006;PR2701040006;FILME TERMO ENCOLHIVEL 860/5 MM;FILME;JUJ/TERN;GERAL;23,575;0;MAR;2024;0;01/03/2024
PR;2701040006;PR2701040006;FILME TERMO ENCOLHIVEL 860/5 MM;FILME;JUJ/TERN;GERAL;23,575;106087,5;ABR;2024;106087,5;01/04/2024
PR;2701040005;PR2701040005;FILME TERMO ENCOLHIVEL 660 MM X 0,04;FILME;ENERGÉTICO;LORD;23,5;23500;MAR;2024;23500;01/03/2024
PR;2701040004;PR2701040004;FILME TERMO ENCOLHIVEL 600 MM X 0,04 (PRÓPRIO);FILME;REFRI;GERAL;14,1;18330;JUN;2024;18330;01/06/2024
PR;2701040005;PR2701040005;FILME TERMO ENCOLHIVEL 660 MM X 0,04;FILME;ENERGÉTICO;GERAL;23,5;23500;JUN;2024;23500;01/06/2024
PA;11040005;PA11040005;FILME TERMO ENCOLHIVEL 300 MM X 0,04;FILME;REFRI;GERAL;10,35;10350;MAI;2024;10350;01/05/2024
PR;2701040006;PR2701040006;FILME TERMO ENCOLHIVEL 860/5 MM;FILME;JUJ/TERN;GERAL;23,575;82512,5;JUN;2024;82512,5;01/06/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;153237,5;JUN;2024;153237,5;01/06/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;40360,4;MAR;2024;40360,4;01/03/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;0;FEV;2024;0;01/02/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;70725;MAR;2024;70725;01/03/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;82512,5;ABR;2024;82512,5;01/04/2024
PR;2701040007;PR2701040007;FILME TERMO ENCOLHIVEL 860/0,06 MM;FILME;REFR/ENERG.;GERAL;23,575;259325;ABR;2024;259325;01/04/2024
PR;FILT2;PRFILT2;FILTRO 10MIC (C- MIC 2020491 - 10µ (BIG);NÃO PRODUTIVO;FILTRAGEM;GERAL;0;0;MAR;2024;0;01/03/2024
PR;CIP1;PRCIP1;GLACIAL ACETIC;NÃO PRODUTIVO;CIP;GERAL;0;0;FEV;2024;0;01/02/2024
PR;CIP4;PRCIP4;GTECH 8338;NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
PR;CIP3;PRCIP3;MULT ALCLOR;NÃO PRODUTIVO;CIP;GERAL;0;0;MAR;2024;0;01/03/2024
PR;CIP2;PRCIP2;MULT ORGANIC;NÃO PRODUTIVO;CIP;GERAL;0;0;FEV;2024;0;01/02/2024
PR;CIP2;PRCIP2;MULT ORGANIC;NÃO PRODUTIVO;CIP;GERAL;0;0;MAR;2024;0;01/03/2024
PR;CIP2;PRCIP2;MULT ORGANIC;NÃO PRODUTIVO;CIP;GERAL;0;0;ABR;2024;0;01/04/2024
PR;2701070003;PR2701070003;NEOTAME;EDULCORANTE;XAROPARIA;NUTRAMAX;194,3;3886;MAR;2024;3886;01/03/2024
PR;2801130002;PR2801130002;POLPA DE AÇAI DESIDRATA SOL. IND;AROMA;ENERGÉTICO;GERAL;51,4;5140;ABR;2024;5140;01/04/2024
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;GERAL;0,687488;305444,0435;ABR;2024;305444,0435;01/04/2024
MS;2701020090;MS2701020090;PREFORMA 18G CRISTAL 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,25664;0;MAR;2024;0;01/03/2024
MS;2701020090;MS2701020090;PREFORMA 18G CRISTAL 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,25664;0;FEV;2024;0;01/02/2024
MS;2701020115;MS2701020115;PREFORMA 18 A 20G VERDE 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,204;0;MAR;2024;0;01/03/2024
MS;2701020115;MS2701020115;PREFORMA 18 A 20G VERDE 500 ML - DESCONTINUAR;PREFORMA;REFRIKO 500ML;GERAL;0,204;0;FEV;2024;0;01/02/2024
MS;2701020046;MS2701020046;PREFORMA 31,7G CRISTAL;PREFORMA;FURIOSO 1L;GERAL;0,41577;83154;MAI;2024;83154;01/05/2024
PR;2701020051;PR2701020051;PREFORMA PET 200 ML CRISTAL 12 g (PROP.);PREFORMA;REFRIKO 200ML;GERAL;0,197948;30214,78272;JUN;2024;30214,78272;01/06/2024
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;GERAL;0,197948;78558,43507;JUN;2024;78558,43507;01/06/2024
PR;2701020051;PR2701020051;PREFORMA PET 200 ML CRISTAL 12 g (PROP.);PREFORMA;REFRIKO 200ML;GERAL;0,197948;0;FEV;2024;0;01/02/2024
PR;2701020051;PR2701020051;PREFORMA PET 200 ML CRISTAL 12 g (PROP.);PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;218154,5318;MAR;2024;218154,5318;01/03/2024
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;GERAL;0,197948;0;FEV;2024;0;01/02/2024
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;ENGEPACK;0,197948;272693,1648;MAR;2024;272693,1648;01/03/2024
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;GERAL;0,197948;0;MAR;2024;0;01/03/2024
PR;2701020097;PR2701020097;PREFORMA PET 200 ML VERDE 12 g (PRÓPRIO);PREFORMA;REFRIKO 200ML;GERAL;0,197948;102730,2612;ABR;2024;102730,2612;01/04/2024
PR;2701020085;PR2701020085;PREFORMA 15G CRISTAL;PREFORMA;CAIDEIRA;GERAL;0,22133;0;FEV;2024;0;01/02/2024
MS;2701020059;MS2701020059;PREFORMA 41 G CRISTAL;PREFORMA;REFRIKO 2L;GERAL;0,5553;0;MAR;2024;0;01/03/2024
MS;2701020102;MS2701020102;PREFORMA 41 G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,4013;0;MAR;2024;0;01/03/2024
MS;2701020102;MS2701020102;PREFORMA 41 G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,4013;0;FEV;2024;0;01/02/2024
MS;2701020075;MS2701020075;PREFORMA PET 46,7GR CRISTAL;PREFORMA;FURIOSO 2L;GERAL;0,594;0;MAR;2024;0;01/03/2024
MS;2701020075;MS2701020075;PREFORMA PET 46,7GR CRISTAL;PREFORMA;FURIOSO 2L;GERAL;0,594;91352,448;ABR;2024;91352,448;01/04/2024
MS;2701020109;MS2701020109;PREFORMA 54,4GR VERDE SHORT;PREFORMA;REFRIKO 3L;GERAL;0,55922;0;MAR;2024;0;01/03/2024
PR;2701020085;PR2701020085;PREFORMA 15G CRISTAL;PREFORMA;CAIDEIRA;GERAL;0,22133;0;MAR;2024;0;01/03/2024
MS;2701120001;MS2701120001;PREMIX ENERG EMULVIT 8942;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;0;MAR;2024;0;01/03/2024
MS;2701120001;MS2701120001;PREMIX ENERG EMULVIT 8942;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;54150;JUN;2024;54150;01/06/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;269040,8448;MAR;2024;269040,8448;01/03/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;0;JAN;2024;0;01/01/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;0;FEV;2024;0;01/02/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;0;FEV;2024;0;01/02/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;0;MAR;2024;0;01/03/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;0;MAR;2024;0;01/03/2024
MS;2701050023;MS2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;0;MAR;2024;0;01/03/2024
MS;2701050023;MS2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;0;ABR;2024;0;01/04/2024
MS;2701050023;MS2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;0;FEV;2024;0;01/02/2024
MS;2701050023;MS2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;5000;JUN;2024;5000;01/06/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;795591,6992;ABR;2024;795591,6992;01/04/2024
PR;2701020055;PR2701020055;PREFORMA 18G CRISTAL;PREFORMA;FURIOSO 250ML;GERAL;0,25664;419082,8544;JUN;2024;419082,8544;01/06/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;521200;MAI;2024;521200;01/05/2024
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;ENGEPACK;0,5212;244572,0576;MAR;2024;244572,0576;01/03/2024
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;GERAL;0,5212;0;FEV;2024;0;01/02/2024
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;GERAL;0,5212;0;MAR;2024;0;01/03/2024
PR;2701020059;PR2701020059;PREFORMA 41G CRISTAL;PREFORMA;REFRIKO 2L;GERAL;0,5212;37626,4704;JUN;2024;37626,4704;01/06/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;ENGEPACK;0,5212;244572,0576;MAR;2024;244572,0576;01/03/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;0;JAN;2024;0;01/01/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;0;FEV;2024;0;01/02/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;0;MAR;2024;0;01/03/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;1042400;MAI;2024;1042400;01/05/2024
MS;2701010052;MS2701010052;CONTRA ROTULO BAMBOA 330ML (ARTE NOVA);ROTULO;ADESIVO;GERAL;0,05611;16,833;ABR;2024;16,833;01/04/2024
MS;2701010119;MS2701010119;ROTULO BAMBOA TRADICIONAL VODKA;ROTULO;ADESIVO;GERAL;0,077;0;MAR;2024;0;01/03/2024
PR;2701020102;PR2701020102;PREFORMA 41G VERDE;PREFORMA;REFRIKO 2L;GERAL;0,5212;522067,2768;JUN;2024;522067,2768;01/06/2024
SP;2801010063;SP2801010063;ROTULO BOPP AGUA C/ GAS HIDRATAR 500ML IND                                      ;ROTULO;BOPP;GERAL;0,01056;52800;ABR;2024;52800;01/04/2024
SP;2801010066;SP2801010066;ROTULO BOPP AGUA S/ GAS HIDRATAR 1,5L IND                                       ;ROTULO;BOPP;GERAL;0,0199498;4,787952;JUL;2024;4,787952;01/07/2024
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;GERAL;0,687488;0;FEV;2024;0;01/02/2024
PR;2701020075;PR2701020075;PREFORMA PET 46,7GR CRISTAL ;PREFORMA;FURIOSO 2L;GERAL;0,687488;117477,9494;JUN;2024;117477,9494;01/06/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;21660;ABR;2024;21660;01/04/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;5415;ABR;2024;5415;01/04/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;9025;MAR;2024;9025;01/03/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;0;FEV;2024;0;01/02/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;18050;JUN;2024;18050;01/06/2024
PR;2801120002;PR2801120002;PREMIX ENERG EMULVIT 8942 IND;CONCENT./KITs;C.ENERGETICO;GERAL;18,05;0;MAR;2024;0;01/03/2024
PR;2701050023;PR2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;0;MAR;2024;0;01/03/2024
MS;2701010189;MS2701010189;ROTULO FURIOSO 1L;ROTULO;SLEEVE;GERAL;0,2;20000;MAI;2024;20000;01/05/2024
PR;2701050023;PR2701050023;PREP ACIDO COLA ;CONCENT./KITs;KIT COLA;GERAL;25;5000;JUN;2024;5000;01/06/2024
PR;2801010094;PR2801010094;ROTULO FURIOSO CITRUS - IND 250 ML;ROTULO;SLEEVE;GERAL;0,050377;0;MAR;2024;0;01/03/2024
MS;2701010191;MS2701010191;ROTULO FURIOSO 2L;ROTULO;SLEEVE;GERAL;0,2062;0;FEV;2024;0;01/02/2024
MS;2701010191;MS2701010191;ROTULO FURIOSO 2L;ROTULO;SLEEVE;GERAL;0,2062;0;MAR;2024;0;01/03/2024
MS;2701010191;MS2701010191;ROTULO FURIOSO 2L;ROTULO;SLEEVE;GERAL;0,2062;41240;MAI;2024;41240;01/05/2024
PR;2801010097;PR2801010097;ROTULO FURIOSO MELANCIA E MORANGO 250ML IND;ROTULO;SLEEVE;GERAL;0,050377;0;JAN;2024;0;01/01/2024
PR;2801010097;PR2801010097;ROTULO FURIOSO MELANCIA E MORANGO 250ML IND;ROTULO;SLEEVE;GERAL;0,050377;0;FEV;2024;0;01/02/2024
PR;2801010097;PR2801010097;ROTULO FURIOSO MELANCIA E MORANGO 250ML IND;ROTULO;SLEEVE;GERAL;0,050377;15113,1;MAI;2024;15113,1;01/05/2024
MS;2701010187;MS2701010187;ROTULO FURIOSO MELANCIA E MORANGO 2L;ROTULO;SLEEVE;GERAL;0,2062;0;JAN;2024;0;01/01/2024
MS;2701010187;MS2701010187;ROTULO FURIOSO MELANCIA E MORANGO 2L;ROTULO;SLEEVE;GERAL;0,2062;0;MAR;2024;0;01/03/2024
PR;2801010090;PR2801010090;ROT SLEE NOCH LIMAO 270ML - IND;ROTULO;SLEEVE;GERAL;0,12;0;MAR;2024;0;01/03/2024
PR;2801010090;PR2801010090;ROT SLEE NOCH LIMAO 270ML - IND;ROTULO;SLEEVE;GERAL;0,12;60000;JUN;2024;60000;01/06/2024
PR;2801010091;PR2801010091;ROT SLEE NOCH MARACUJA 270ML - IND;ROTULO;SLEEVE;GERAL;0,12;0;MAR;2024;0;01/03/2024
PR;2801010092;PR2801010092;ROT SLEE NOCH MELANCIA E MORAN 270ML-IND;ROTULO;SLEEVE;GERAL;0,12;0;MAR;2024;0;01/03/2024
